id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,method,umpire1,umpire2,is_playoff,is_eliminator,is_qualifier,is_final,home_of
598007,Chandigarh,10-04-2013,Michael Hussey,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,10,,Aleem Dar,Chettithody Shamshuddin,0,0,0,0,Kings XI Punjab
598008,Bangalore,11-04-2013,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8,,Asad Rauf,Anil Chaudhary,0,0,0,0,Royal Challengers Bangalore
598009,Pune,11-04-2013,Aaron Finch,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Rajasthan Royals,Rajasthan Royals,bat,Pune Warriors India,wickets,7,,Marais Erasmus,Krishnaraj Srinath,0,0,0,0,Pune Warriors India
598010,Delhi,12-04-2013,Amit Mishra,Arun Jaitley Stadium,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,3,,Aleem Dar,Subroto Das,0,0,0,0,Delhi Capitals
598011,Mumbai,13-04-2013,Rohit Sharma,Wankhede Stadium,0,Mumbai Indians,Pune Warriors India,Mumbai Indians,bat,Mumbai Indians,runs,41,,Sundaram Ravi,Simon Taufel,0,0,0,0,Mumbai Indians
598012,Chennai,13-04-2013,Ravindra Jadeja,MA Chidambaram Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,wickets,4,,Asad Rauf,Anil Chaudhary,0,0,0,0,Chennai Super Kings
598013,Kolkata,14-04-2013,Gautam Gambhir,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,48,,Marais Erasmus,Vineet Kulkarni,0,0,0,0,Kolkata Knight Riders
598014,Jaipur,14-04-2013,James Faulkner,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,Rajasthan Royals,wickets,6,,Aleem Dar,Chettithody Shamshuddin,0,0,0,0,Rajasthan Royals
598015,Chennai,15-04-2013,Steve Smith,MA Chidambaram Stadium,0,Chennai Super Kings,Pune Warriors India,Pune Warriors India,bat,Pune Warriors India,runs,24,,Asad Rauf,Anil Chaudhary,0,0,0,0,Chennai Super Kings
598016,Chandigarh,16-04-2013,Manpreet Gony,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,runs,4,,C. K. Nandan,Simon Taufel,0,0,0,0,Kings XI Punjab
598017,Bangalore,16-04-2013,Virat Kohli,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,tie,,,Marais Erasmus,Vineet Kulkarni,0,0,0,0,Royal Challengers Bangalore
598018,Pune,17-04-2013,Amit Mishra,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Sunrisers Hyderabad,Pune Warriors India,field,Sunrisers Hyderabad,runs,11,,Asad Rauf,Anil Chaudhary,0,0,0,0,Pune Warriors India
598019,Jaipur,17-04-2013,Ajinkya Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,runs,87,,Aleem Dar,Chettithody Shamshuddin,0,0,0,0,Rajasthan Royals
598020,Delhi,18-04-2013,Michael Hussey,Arun Jaitley Stadium,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,86,,Marais Erasmus,Vineet Kulkarni,0,0,0,0,Delhi Capitals
598021,Hyderabad,19-04-2013,Hanuma Vihari,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,Sunrisers Hyderabad,wickets,5,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Sunrisers Hyderabad
598022,Kolkata,20-04-2013,Ravindra Jadeja,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,4,,Asad Rauf,Anil Chaudhary,0,0,0,0,Kolkata Knight Riders
598023,Bangalore,20-04-2013,Vinay Kumar,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7,,Aleem Dar,Chettithody Shamshuddin,0,0,0,0,Royal Challengers Bangalore
598024,Delhi,21-04-2013,Virender Sehwag,Arun Jaitley Stadium,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Delhi Capitals,wickets,9,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,Delhi Capitals
598025,Chandigarh,21-04-2013,David Miller,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Pune Warriors India,Kings XI Punjab,field,Kings XI Punjab,wickets,7,,Marais Erasmus,Krishnaraj Srinath,0,0,0,0,Kings XI Punjab
598026,Chennai,22-04-2013,Michael Hussey,MA Chidambaram Stadium,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,5,,Sudhir Asnani,Anil Chaudhary,0,0,0,0,Chennai Super Kings
598027,Bangalore,23-04-2013,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,field,Royal Challengers Bangalore,runs,130,,Aleem Dar,Chettithody Shamshuddin,0,0,0,0,Royal Challengers Bangalore
598028,Dharamsala,16-05-2013,David Miller,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Kings XI Punjab,runs,7,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,Kings XI Punjab
598029,Kolkata,24-04-2013,Dwayne Smith,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,5,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,Kolkata Knight Riders
598030,Chennai,25-04-2013,Mahendra Singh Dhoni,MA Chidambaram Stadium,0,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,5,,Aleem Dar,Subrat Das,0,0,0,0,Chennai Super Kings
598031,Kolkata,26-04-2013,Jacques Kallis,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,6,,C. K. Nandan,Sundaram Ravi,0,0,0,0,Kolkata Knight Riders
598032,Jaipur,27-04-2013,James Faulkner,Sawai Mansingh Stadium,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,8,,Vineet Kulkarni,Krishnaraj Srinath,0,0,0,0,Rajasthan Royals
598033,Mumbai,27-04-2013,Dwayne Smith,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,runs,58,,Asad Rauf,Sudhir Asnani,0,0,0,0,Mumbai Indians
598034,Chennai,28-04-2013,Michael Hussey,MA Chidambaram Stadium,0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,14,,Aleem Dar,Simon Taufel,0,0,0,0,Chennai Super Kings
598035,Raipur,28-04-2013,David Warner,Shaheed Veer Narayan Singh International Stadium,0,Delhi Capitals,Pune Warriors India,Pune Warriors India,field,Delhi Capitals,runs,15,,C. K. Nandan,Sundaram Ravi,0,0,0,0,Delhi Capitals
598036,Jaipur,29-04-2013,Sanju Samson,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals,wickets,4,,Marais Erasmus,Krishnaraj Srinath,0,0,0,0,Rajasthan Royals
598037,Mumbai,29-04-2013,Rohit Sharma,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Mumbai Indians,runs,4,,Asad Rauf,Anil Chaudhary,0,0,0,0,Mumbai Indians
598038,Pune,30-04-2013,Mahendra Singh Dhoni,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,37,,Subrat Das,Simon Taufel,0,0,0,0,Pune Warriors India
598039,Hyderabad,01-05-2013,Ishant Sharma,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad,wickets,7,,Asad Rauf,Sudhir Asnani,0,0,0,0,Sunrisers Hyderabad
598040,Raipur,01-05-2013,David Warner,Shaheed Veer Narayan Singh International Stadium,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Capitals,wickets,7,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Delhi Capitals
598041,Chennai,02-05-2013,Suresh Raina,MA Chidambaram Stadium,0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,15,,Marais Erasmus,Vineet Kulkarni,0,0,0,0,Chennai Super Kings
598042,Pune,02-05-2013,AB de Villiers,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,17,,Aleem Dar,Chettithody Shamshuddin,0,0,0,0,Pune Warriors India
598043,Kolkata,03-05-2013,Yusuf Pathan,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,wickets,8,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Kolkata Knight Riders
598044,Hyderabad,04-05-2013,Daren Sammy,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,6,,Asad Rauf,Sudhir Asnani,0,0,0,0,Sunrisers Hyderabad
598045,Bangalore,14-05-2013,Adam Gilchrist,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,Royal Challengers Bangalore
598046,Mumbai,05-05-2013,Mitchell Johnson,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,runs,60,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Mumbai Indians
598047,Jaipur,05-05-2013,Ajinkya Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Pune Warriors India,Pune Warriors India,bat,Rajasthan Royals,wickets,5,,Chettithody Shamshuddin,Rod Tucker,0,0,0,0,Rajasthan Royals
598048,Bangalore,09-04-2013,Virat Kohli,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,wickets,7,,Sundaram Ravi,Simon Taufel,0,0,0,0,Royal Challengers Bangalore
598049,Jaipur,07-05-2013,Ajinkya Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,Rajasthan Royals,wickets,9,,Aleem Dar,Rod Tucker,0,0,0,0,Rajasthan Royals
598050,Mumbai,07-05-2013,Sachin Tendulkar,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,runs,65,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,Mumbai Indians
598051,Hyderabad,08-05-2013,Suresh Raina,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,runs,77,,Subrat Das,Nigel Llong,0,0,0,0,Sunrisers Hyderabad
598052,Chandigarh,09-05-2013,Kevon Cooper,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,Kings XI Punjab
598053,Pune,09-05-2013,Gautam Gambhir,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,46,,Asad Rauf,Sudhir Asnani,0,0,0,0,Pune Warriors India
598054,Delhi,10-05-2013,Jaydev Unadkat,Arun Jaitley Stadium,0,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Royal Challengers Bangalore,runs,4,,Nigel Llong,Krishnaraj Srinath,0,0,0,0,Delhi Capitals
598055,Pune,11-05-2013,Mitchell Johnson,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Mumbai Indians,Pune Warriors India,bat,Mumbai Indians,wickets,5,,Asad Rauf,Anil Chaudhary,0,0,0,0,Pune Warriors India
598056,Chandigarh,11-05-2013,Parthiv Patel,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad,runs,30,,Subrat Das,Rod Tucker,0,0,0,0,Kings XI Punjab
598057,Ranchi,12-05-2013,Jacques Kallis,JSCA International Stadium Complex,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5,,Nigel Llong,Krishnaraj Srinath,0,0,0,0,Kolkata Knight Riders
598058,Jaipur,12-05-2013,Shane Watson,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Rajasthan Royals,wickets,5,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Rajasthan Royals
598059,Delhi,23-04-2013,Harmeet Singh,Arun Jaitley Stadium,0,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,5,,Vineet Kulkarni,Krishnaraj Srinath,0,0,0,0,Delhi Capitals
598060,Mumbai,13-05-2013,Kieron Pollard,Wankhede Stadium,0,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,7,,Anil Chaudhary,Simon Taufel,0,0,0,0,Mumbai Indians
598061,Ranchi,15-05-2013,Manish Pandey,JSCA International Stadium Complex,0,Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders,field,Pune Warriors India,runs,7,,Nigel Llong,Krishnaraj Srinath,0,0,0,0,Kolkata Knight Riders
598062,Chennai,14-05-2013,Mahendra Singh Dhoni,MA Chidambaram Stadium,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,33,,Chettithody Shamshuddin,Rod Tucker,0,0,0,0,Chennai Super Kings
598063,Mumbai,15-05-2013,Aditya Tare,Wankhede Stadium,0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,14,,Asad Rauf,Sudhir Asnani,0,0,0,0,Mumbai Indians
598064,Chandigarh,06-05-2013,David Miller,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,Kings XI Punjab,wickets,6,,Vineet Kulkarni,Nigel Llong,0,0,0,0,Kings XI Punjab
598065,Hyderabad,17-05-2013,Amit Mishra,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,23,,Asad Rauf,Anil Chaudhary,0,0,0,0,Sunrisers Hyderabad
598066,Dharamsala,18-05-2013,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,runs,50,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Kings XI Punjab
598067,Pune,19-05-2013,Luke Wright,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Delhi Capitals,Pune Warriors India,bat,Pune Warriors India,runs,38,,Nigel Llong,Simon Taufel,0,0,0,0,Pune Warriors India
598068,Bangalore,18-05-2013,Virat Kohli,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,runs,24,,Chettithody Shamshuddin,Rod Tucker,0,0,0,0,Royal Challengers Bangalore
598069,Hyderabad,19-05-2013,Parthiv Patel,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Sunrisers Hyderabad,wickets,5,,Asad Rauf,Sudhir Asnani,0,0,0,0,Sunrisers Hyderabad
598070,Delhi,21-05-2013,Michael Hussey,Arun Jaitley Stadium,1,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,48,,Nigel Llong,Rod Tucker,1,0,1,0,
598071,Delhi,22-05-2013,Brad Hodge,Arun Jaitley Stadium,1,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,4,,Sundaram Ravi,Rod Tucker,1,1,0,0,
598072,Kolkata,24-05-2013,Harbhajan Singh,Eden Gardens,1,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Mumbai Indians,wickets,4,,Chettithody Shamshuddin,Simon Taufel,1,0,1,0,
598073,Kolkata,26-05-2013,Kieron Pollard,Eden Gardens,1,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,23,,Kumar Dharmasena,Simon Taufel,1,0,0,1,
729279,Abu Dhabi,16-04-2014,Jacques Kallis,Sheikh Zayed Stadium,1,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,41,,Marais Erasmus,Richard Illingworth,0,0,0,0,
729281,Sharjah,17-04-2014,Yuzvendra Chahal,Sharjah Cricket Stadium,1,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8,,Aleem Dar,Sundaram Ravi,0,0,0,0,
729283,Abu Dhabi,18-04-2014,Glenn Maxwell,Sheikh Zayed Stadium,1,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Kings XI Punjab,wickets,6,,Richard Illingworth,Chettithody Shamshuddin,0,0,0,0,
729285,Abu Dhabi,18-04-2014,Ajinkya Rahane,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4,,Billy Bowden,Richard Illingworth,0,0,0,0,
729287,Dubai,19-04-2014,Parthiv Patel,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7,,Aleem Dar,Anil Chaudhary,0,0,0,0,
729289,Dubai,19-04-2014,JP Duminy,Dubai International Cricket Stadium,1,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Delhi Capitals,wickets,4,,Aleem Dar,Vineet Kulkarni,0,0,0,0,
729291,Sharjah,20-04-2014,Glenn Maxwell,Sharjah Cricket Stadium,1,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7,,Billy Bowden,Marais Erasmus,0,0,0,0,
729293,Abu Dhabi,21-04-2014,Suresh Raina,Sheikh Zayed Stadium,1,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,93,,Richard Illingworth,Chettithody Shamshuddin,0,0,0,0,
729295,Sharjah,22-04-2014,Glenn Maxwell,Sharjah Cricket Stadium,1,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kings XI Punjab,runs,72,,Marais Erasmus,Sundaram Ravi,0,0,0,0,
729297,Dubai,23-04-2014,Ravindra Jadeja,Dubai International Cricket Stadium,1,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Chennai Super Kings,runs,7,,Kumar Dharmasena,Richard Illingworth,0,0,0,0,
729299,Sharjah,24-04-2014,Chris Lynn,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,2,,Aleem Dar,Vineet Kulkarni,0,0,0,0,
729301,Dubai,25-04-2014,Aaron Finch,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,4,,Marais Erasmus,Sundaram Ravi,0,0,0,0,
729303,Dubai,25-04-2014,Mohit Sharma,Dubai International Cricket Stadium,1,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,wickets,7,,Billy Bowden,Marais Erasmus,0,0,0,0,
729305,Abu Dhabi,26-04-2014,Pravin Tambe,Sheikh Zayed Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals,wickets,6,,Kumar Dharmasena,Chettithody Shamshuddin,0,0,0,0,
729307,Abu Dhabi,26-04-2014,Sandeep Sharma,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kings XI Punjab,runs,23,,Kumar Dharmasena,Richard Illingworth,0,0,0,0,
729309,Sharjah,27-04-2014,Murali Vijay,Sharjah Cricket Stadium,1,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Delhi Capitals,wickets,6,,Aleem Dar,Vineet Kulkarni,0,0,0,0,
729311,Sharjah,27-04-2014,Dwayne Smith,Sharjah Cricket Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,5,,Anil Chaudhary,Vineet Kulkarni,0,0,0,0,
729313,Dubai,28-04-2014,Sandeep Sharma,Dubai International Cricket Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,Kings XI Punjab,wickets,5,,Billy Bowden,Sundaram Ravi,0,0,0,0,
729315,Abu Dhabi,29-04-2014,James Faulkner,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,tie,,,Aleem Dar,Anil Chaudhary,0,0,0,0,
729317,Dubai,30-04-2014,Bhuvneshwar Kumar,Dubai International Cricket Stadium,1,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,runs,15,,Kumar Dharmasena,Marais Erasmus,0,0,0,0,
733971,Ranchi,02-05-2014,Ravindra Jadeja,JSCA International Stadium Complex,0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,runs,34,,Anil Chaudhary,Nigel Llong,0,0,0,0,Chennai Super Kings
733973,Mumbai,03-05-2014,Corey Anderson,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,bat,Mumbai Indians,wickets,5,,Bruce Oxenford,Chettithody Shamshuddin,0,0,0,0,Mumbai Indians
733975,Delhi,03-05-2014,Karun Nair,Arun Jaitley Stadium,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,,Sanjay Hazare,Sundaram Ravi,0,0,0,0,Delhi Capitals
733977,Bangalore,04-05-2014,AB de Villiers,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,4,,Kumar Dharmasena,Vineet Kulkarni,0,0,0,0,Royal Challengers Bangalore
733979,Ahmedabad,05-05-2014,Pravin Tambe,Narendra Modi Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,10,,Nigel Llong,C. K. Nandan,0,0,0,0,Rajasthan Royals
733981,Delhi,05-05-2014,Dwayne Smith,Arun Jaitley Stadium,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,8,,Rajesh Deshpande,Bruce Oxenford,0,0,0,0,Delhi Capitals
733983,Mumbai,06-05-2014,Rohit Sharma,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,runs,19,,Sundaram Ravi,Krishnaraj Srinath,0,0,0,0,Mumbai Indians
733985,Delhi,07-05-2014,Gautam Gambhir,Arun Jaitley Stadium,0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,8,,Bruce Oxenford,Chettithody Shamshuddin,0,0,0,0,Delhi Capitals
733987,Cuttack,07-05-2014,Glenn Maxwell,Barabati Stadium,0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab,runs,44,,Kumar Dharmasena,Pashchim Pathak,0,0,0,0,Kings XI Punjab
733989,Ahmedabad,08-05-2014,Bhuvneshwar Kumar,Narendra Modi Stadium,0,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,runs,32,,Anil Chaudhary,Nigel Llong,0,0,0,0,Rajasthan Royals
733991,Bangalore,09-05-2014,Sandeep Sharma,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,Kings XI Punjab,runs,32,,Sundaram Ravi,Krishnaraj Srinath,0,0,0,0,Royal Challengers Bangalore
733993,Delhi,10-05-2014,Dale Steyn,Arun Jaitley Stadium,0,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8,D/L,Rajesh Deshpande,Bruce Oxenford,0,0,0,0,Delhi Capitals
733995,Mumbai,10-05-2014,Dwayne Smith,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4,,Kumar Dharmasena,Vineet Kulkarni,0,0,0,0,Mumbai Indians
733997,Cuttack,11-05-2014,Gautam Gambhir,Barabati Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9,,Nigel Llong,C. K. Nandan,0,0,0,0,Kings XI Punjab
733999,Bangalore,11-05-2014,James Faulkner,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Rajasthan Royals,wickets,5,,Sundaram Ravi,Rod Tucker,0,0,0,0,Royal Challengers Bangalore
734001,Hyderabad,12-05-2014,Ambati Rayudu,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,7,,Kumar Dharmasena,Vineet Kulkarni,0,0,0,0,Sunrisers Hyderabad
734003,Ranchi,13-05-2014,Ravindra Jadeja,JSCA International Stadium Complex,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,5,,Bruce Oxenford,Chettithody Shamshuddin,0,0,0,0,Chennai Super Kings
734005,Bangalore,13-05-2014,Yuvraj Singh,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,runs,16,,Krishnaraj Srinath,Rod Tucker,0,0,0,0,Royal Challengers Bangalore
734007,Hyderabad,14-05-2014,Wriddhiman Saha,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6,,Vineet Kulkarni,Pashchim Pathak,0,0,0,0,Sunrisers Hyderabad
734009,Cuttack,14-05-2014,Robin Uthappa,Barabati Stadium,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6,,Anil Chaudhary,Nigel Llong,0,0,0,0,Kolkata Knight Riders
734011,Ahmedabad,15-05-2014,Ajinkya Rahane,Narendra Modi Stadium,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,62,,Sundaram Ravi,Rod Tucker,0,0,0,0,Rajasthan Royals
